Loading Datastore...
Reload Cache...
 * Serving Flask app 'server' (lazy loading)
 * Environment: production
   WARNING: This is a development server. Do not use it in a production deployment.
   Use a production WSGI server instead.
 * Debug mode: off
 * Running on http://127.0.0.1:6080/ (Press CTRL+C to quit)
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channel/leave/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /channels/list/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTMxODM4OTd9.AbQHX3EGrA47GkOBzOt_-GabG_UsxhByKKtEIVmORq8 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTMyNTQ5MjB9.B1BnbbfFISNvuXQC5RDQKmhLFKrUq3jIM5ZOReSOvEU&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTMyODg2NjB9.gSRQFaUrdMy8MZz4NGTyYPcCOuocpp742bizIZ0Jook&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channel/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTMzMzY1Mjh9.SonExrSPIalMCNB-Db3KDZAVgODhDoYzRw3lMGB4FrM&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channel/leave/v1 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTMzODgxOTF9.Mc1NZI4SepH7-Ln_d8tvTuz_Sip3hWRGWY1mJq0A6qk&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channel/leave/v1 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM0NTg4NTN9.XfTnErkETGXBMifsi7CIv5PqW8lKkb3Q61jjAJHbkio&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM0NTg4NTN9.XfTnErkETGXBMifsi7CIv5PqW8lKkb3Q61jjAJHbkio&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM1NTAxOTF9.5ApKZ8vKexV6WJ2sDP-xgtfQPyqBZFXNUlaZ02NXnOM&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM1NTAxOTF9.5ApKZ8vKexV6WJ2sDP-xgtfQPyqBZFXNUlaZ02NXnOM&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM3MjExODN9.BcGmjFItV58eRqOfp0wY1QljCjCZaoM5O7ELjCaxXZQ&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:13] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM3MjExODN9.BcGmjFItV58eRqOfp0wY1QljCjCZaoM5O7ELjCaxXZQ&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTM3MjExODN9.BcGmjFItV58eRqOfp0wY1QljCjCZaoM5O7ELjCaxXZQ&channel_id=0&start=50 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQzNjQ1OTB9.kz3eFZQiliil8Is78tV_295sRhTda5Z4tWmMNiYPQE4&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQzNjQ1OTB9.kz3eFZQiliil8Is78tV_295sRhTda5Z4tWmMNiYPQE4&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "PUT /message/edit/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQzNjQ1OTB9.kz3eFZQiliil8Is78tV_295sRhTda5Z4tWmMNiYPQE4&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ0NTM5MTB9.IDMg0oEN3STkGcS9PV66MIxFwW8cILLIrF8oIIOILB8&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /message/send/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ0NTM5MTB9.IDMg0oEN3STkGcS9PV66MIxFwW8cILLIrF8oIIOILB8&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /message/remove/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ0NTM5MTB9.IDMg0oEN3STkGcS9PV66MIxFwW8cILLIrF8oIIOILB8&channel_id=0&start=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ1Mzk5MzV9.SLGwQTlAY5qgtFl4Q4qLnlvh0pFo_iCnuN_yhJtfbCE&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ1Mzk5MzV9.SLGwQTlAY5qgtFl4Q4qLnlvh0pFo_iCnuN_yhJtfbCE&channel_id=0&start=21389429 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ1OTUzOTl9.4_e18DY1mCDIIspA8_i0ts9dvqKfx_HHgx4yNQG658Q&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTQ2Mjg1MjV9.b61kEoLqHOMu_vQx3Zs1QE6YUgsHrRhn6S1yhs4yYyE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTQ2Mjg1MjV9.b61kEoLqHOMu_vQx3Zs1QE6YUgsHrRhn6S1yhs4yYyE&channel_id=0&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ2NzQ1MDl9.ypHj83Fayf_rojwfH6J_N410Pw2V4Gn9wzFEKnkYGao&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ2NzQ1MDl9.ypHj83Fayf_rojwfH6J_N410Pw2V4Gn9wzFEKnkYGao&channel_id=-1&start=0 HTTP/1.1" 400 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ3MjAwNzB9.LUVw_ugCEklFYHV0BiBJXlVPNW8yuMTxw66nK5xHKqc&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/logout/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/messages/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ3MjAwNzB9.LUVw_ugCEklFYHV0BiBJXlVPNW8yuMTxw66nK5xHKqc&channel_id=0&start=0 HTTP/1.1" 403 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ3ODYzNDJ9.ai7qUBj8ktdTRwJ63fQ_0OMhcO--WSKz_Oti_nsagsY&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTQ4MTgzNDB9.e8JyCNyF-lzkUN15FFSm1-zYgrlO0mrdvDiwcVOYLaE&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTQ4MTgzNDB9.e8JyCNyF-lzkUN15FFSm1-zYgrlO0mrdvDiwcVOYLaE&channel_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTQ4OTQ5OTh9.cOmj3lSSlpdqya2QBRyZ5KaBRA7jMlcIz8rkydp9BOM&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTQ5MTU5Njd9.W3RZMSzrOs3c3A0y06UTPYGI51MHKIiTOm2VatML3W0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJleHAiOjE2NTA0MDQ2NTQ5NDg1OTR9.ZOvehj1JNtiopSr3QcdxN_OaCEdlDC_NRBzcSGF4iuw&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:14] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "GET /channel/details/v2?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJleHAiOjE2NTA0MDQ2NTQ5NDg1OTR9.ZOvehj1JNtiopSr3QcdxN_OaCEdlDC_NRBzcSGF4iuw&channel_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "DELETE /clear/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjowLCJleHAiOjE2NTA0MDQ2NTUwMzUwMzB9.jkEkMG8rMrfYsiVw06r0L0gkNNzWXWQx7wLqbKSbDRU&u_id=0 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoxLCJleHAiOjE2NTA0MDQ2NTUwNTYwMDl9.6mVC1oFTCD1WYNQM-CYtbtEdS90I3NIMk2d1uYr7ah0&u_id=1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /channels/create/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /auth/register/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "GET /user/profile/v1?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1X2lkIjoyLCJleHAiOjE2NTA0MDQ2NTUwODgxMzB9.0x8wH1jEkn6JoOhESJSFI2lXGA6zyPUEuorCqzW28Ew&u_id=2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /channel/invite/v2 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /channel/addowner/v1 HTTP/1.1" 200 -
127.0.0.1 - - [20/Apr/2022 07:44:15] "POST /channel/removeowner/v1 HTTP/1.1" 200 -
